,x,y,z,theta_x,theta_y,theta_z
B_C_in_4-C_in_5,2.0885881145712433,6.035,1.6655934417066396,0.0,-0.8289429207572374,-5.531998728203792
B_C_in_1-C_in_2,2.0885881145712437,1.775,1.6655934417066391,0.0,-0.8289429207572372,-5.53199872820379
B_C_in_16-C_in_17,-2.468748948627814,0.7100000000000006,1.188886833866927,0.0,-1.5707963267948966,-1.5707963267948966
B_C_in_30-C_in_31,-1.7084272805146732,2.8400000000000007,-2.1423000495463516,0.0,-1.570796326794896,-1.570796326794895
B_C_in_32-C_in_33,-0.6097306370100115,0.7100000000000013,-2.6714044668272208,0.0,-1.5707963267948966,-1.5707963267948966
B_C_in_1-C_left_0,2.6044267794370604,1.775,0.5944434169334631,0.0,-0.5688359815125428,-1.2057361072403578
B_C_in_25-C_in_31,-2.0885881145712433,1.7750000000000008,-1.6655934417066396,0.0,-0.828942920757237,-5.53199872820379
B_C_in_36-C_in_37,-0.6097306370100115,4.970000000000001,-2.6714044668272208,0.0,-1.5707963267948966,-1.5707963267948966
B_C_in_10-C_in_18,1.0547118733938987e-15,8.165,2.671404466827221,0.0,-1.5707963267948966,-0.5272465919099689
B_C_in_28-C_in_29,-2.4687489486278156,4.970000000000001,-1.1888868338669243,0.0,-1.5707963267948966,-1.5707963267948966
B_C_in_15-C_in_9,-1.1590789587623411,1.7750000000000004,2.4068522581867873,0.0,-1.1864421850596378,-3.7153061529882834
B_C_in_46-C_in_47,2.4687489486278142,2.84,-1.188886833866926,0.0,-1.570796326794895,-4.712388980384688
B_C_in_49-C_left_2,2.60442677943706,6.035000000000002,-0.5944434169334638,0.0,-0.5688359815125447,-4.347328760830152
B_C_in_38-C_in_45,1.159078958762341,3.9050000000000002,-2.4068522581867873,0.0,-1.186442185059637,-2.5678791541913033
B_C_in_11-C_in_5,1.1590789587623416,6.035,2.406852258186787,0.0,-1.1864421850596372,-0.5737134993984907
B_C_in_12-C_in_13,-0.6097306370100108,4.970000000000001,2.671404466827221,0.0,-1.5707963267948966,-1.5707963267948966
B_C_in_31-C_in_32,-1.159078958762342,1.7750000000000008,-2.4068522581867864,0.0,-1.1864421850596378,-0.5737134993984907
B_C_in_44-C_in_45,1.7084272805146714,4.9700000000000015,-2.142300049546353,0.0,-1.5707963267948966,-1.5707963267948966
B_C_in_11-C_in_12,1.1102230246251565e-16,6.035,2.671404466827221,0.0,-1.5707963267948966,-2.614346061679824
B_C_in_21-C_in_22,-2.468748948627814,4.970000000000001,1.188886833866927,0.0,-1.5707963267948966,-1.5707963267948966
B_C_in_32-C_in_39,-5.551115123125783e-16,1.7750000000000012,-2.671404466827221,0.0,-1.570796326794896,-5.755938715269617
B_C_in_13-C_in_7,4.440892098500626e-16,3.9050000000000007,2.671404466827221,0.0,-1.5707963267948966,-0.5272465919099689
B_C_in_8-C_in_9,1.1102230246251565e-16,1.7750000000000008,2.671404466827221,0.0,-1.5707963267948966,-2.6143460616798246
