,x,y,z
C_left_0,4.81013845220368,0.0,0.0
C_in_0,4.793491192694629,2.4267171840555974,0.3998426126958399
C_in_1,4.476760541359615,2.195601261764588,1.7595587471562246
C_in_2,4.269849490588885,0.8666847085912848,2.214907956797812
C_in_3,3.45393867842243,0.6355687863002756,3.347796220660083
C_in_4,4.8007720037800485,6.182350921284499,0.3000334932805166
C_in_5,4.74366464213936,4.853434368111195,0.7969176195098677
C_in_6,4.315003791761233,4.622318445820186,2.125599728654149
C_in_7,4.070957943834555,3.2934018926468824,2.562173559480064
C_in_8,3.1636995896680435,3.062285970355873,3.6233184838905164
C_in_9,2.77035631044901,1.7333694171825695,3.932245903109794
C_in_10,1.5244338375229582,1.5022534948915602,4.562185156740512
C_in_11,1.0424614650728172,0.1733369417182571,4.695817929094638
C_in_12,4.759216885309669,8.609068105340096,0.6980591435915356
C_in_13,4.661003686875667,7.280151552166792,1.1884765712035954
C_in_14,4.123379715632541,7.0490356298757835,2.4769278653361146
C_in_15,3.843888292015331,5.72011907670248,2.8917044675892933
C_in_16,2.851562200645915,5.4890031544114715,3.873761085200769
C_in_17,2.433900648688781,4.160086601238167,4.14892269892809
C_in_18,1.1399264690243238,3.9289706789471577,4.67311454755671
C_in_19,0.6485139197205024,2.6000541257738545,4.766220895562559
C_in_20,-0.7475288279526041,2.3689382034828452,4.751697862948382
C_in_21,-1.2368980640255995,1.0400216503095423,4.648388442092393
C_in_22,-2.5196870446417994,0.808905728018533,4.097390526473244
C_in_23,4.684719713575392,11.035785289395694,1.0912530112703072
C_in_24,4.546080484394324,9.70686873622239,1.571809199227912
C_in_25,3.903214684659173,9.475752813931381,2.811111355821645
C_in_26,3.590212251811728,8.146836260758077,3.2012197544544447
C_in_27,2.5196870446417985,7.915720338467068,4.097390526473244
C_in_28,2.080598163860743,6.586803785293765,4.336881738058777
C_in_29,0.7475288279526047,6.355687863002755,4.751697862948382
C_in_30,0.25007753080408157,5.026771309829452,4.803633328841341
C_in_31,-1.1399264690243254,4.795655387538442,4.673114547556709
