,x,y,z
C_left_0,3.734133148138932,0.0,0.0
C_in_0,3.62562602536488,3.646982946955554,0.8936365548850582
C_in_1,3.592620778322557,2.2328467022176857,1.0182466848436056
C_in_2,3.0360597323593335,1.6374209149596362,2.1739576052849205
C_in_3,2.959214044662024,0.22328467022176834,2.2774552917466893
C_in_4,3.6985858584773266,7.889391681169157,0.5140165517777716
C_in_5,3.6786401544119838,6.47525543643129,0.641371173641089
C_in_6,3.2445433660351504,5.8798296491732405,1.848428714867649
C_in_7,3.178809451815066,4.465693404435371,1.9593164208675362
C_in_8,2.3281939366472715,3.870267617177322,2.9194628549424726
C_in_9,2.2260380746730846,2.4561313724394545,2.9980835308803053
C_in_10,1.0801059277309408,1.860705585181405,3.5745099738160553
C_in_11,0.9560840534032156,0.4465693404435367,3.6096611545764308
C_in_12,3.731908129619052,12.131800415382761,0.12888785867255773
C_in_13,3.725235725656032,10.717664170644891,0.2576221192482307
C_in_14,3.418255388706416,10.122238383386842,1.5030903052077478
C_in_15,3.3643377150756297,8.708102138648975,1.620179652677339
C_in_16,2.6175439155869977,8.112676351390926,2.6631211421945227
C_in_17,2.524063567874753,6.698540106653058,2.7518818058480172
C_in_18,1.4438651021004667,6.103114319395009,3.4436904528378243
C_in_19,1.3241418631975939,4.6889780746571414,3.491475145859924
C_in_20,0.06445353136293344,4.093552287399092,3.733576852071592
C_in_21,-0.06445353136293464,2.6794160426612224,3.7335768520715917
C_in_22,-1.324141863197594,2.083990255403173,3.491475145859924
C_in_23,-1.4438651021004687,0.6698540106653059,3.4436904528378234
C_in_24,-2.5240635678747547,0.07442822340725597,2.7518818058480154
C_in_25,3.555334137205867,14.364647117600448,1.141643350985143
C_in_26,3.513810537209664,12.95051087286258,1.2636794991706963
C_in_27,2.8788418056648806,12.35508508560453,2.378238891698254
C_in_28,2.7950387964839813,10.94094884086666,2.476188299418958
C_in_29,1.7921504454838353,10.345523053608611,3.27596507136173
C_in_30,1.6780089100439597,8.931386808870743,3.3358711704505395
C_in_31,0.4501000133080252,8.335961021612693,3.706907113221221
C_in_32,0.3218836958943881,6.921824776874827,3.7202340322011116
C_in_33,-0.9560840534032159,6.326398989616777,3.6096611545764303
C_in_34,-1.0801059277309428,4.912262744878909,3.5745099738160544
C_in_35,-2.2260380746730855,4.316836957620859,2.9980835308803044
C_in_36,-2.328193936647273,2.9027007128829916,2.9194628549424717
C_in_37,-3.178809451815067,2.3072749256249416,1.9593164208675349
C_in_38,-3.244543366035151,0.8931386808870734,1.8484287148676475
C_in_39,-3.678640154411984,0.29771289362902387,0.6413711736410863
C_in_40,3.6543105453562053,18.60705585181405,0.7679614613562371
C_in_41,3.62562602536488,17.192919607076185,0.8936365548850578
C_in_42,3.109287290298561,16.597493819818133,2.0678691724617897
