,x,y,z,theta_x,theta_y,theta_z
B_C_in_430-C_in_431,3.335374205843321,32.63677596408184,-1.677758927057119,0.0,-1.4896095658606936,-4.671449041498808
B_C_in_509-C_in_510,-1.8481533434269286,63.4500604546859,3.2440600070751904,0.0,-1.5258444608540502,-1.6498357102579828
B_C_in_611-C_in_612,-3.4615917602235684,67.13425751334509,-1.2448999442543647,0.0,-0.5480787685841586,-0.9408368158629803
B_C_in_493-C_in_528,2.250027666116453,44.24757881561381,-2.923575929055155,0.0,-1.0499013737629694,-2.4120866042296205
B_C_in_669-C_in_689,3.4022177385899752,63.67334512490767,-1.426476487876292,0.0,-0.7189530189098227,-2.0703757540935337
B_C_in_82-C_left_1,3.733020638878992,26.384805197872325,0.06444392933628108,0.0,-1.4799050983366964,-4.71396239079126
B_C_in_302-C_in_625,3.64362113341246,53.06732328937367,-0.5063777461562888,0.0,-0.4546602955362948,-4.424099587631964
B_C_in_101-C_in_129,-2.5402217228599877,7.405608229021993,-2.6752933128818603,0.0,-0.9741865834047673,-5.509420736817987
B_C_in_529-C_in_530,3.443177425749596,43.35444013472674,-1.4436500009119948,0.0,-1.4869794492021737,-4.677156556101461
B_C_in_626-C_in_627,-0.3859918546012111,80.41969539154033,3.713570572711166,0.0,-1.5614110309612108,-1.6612166819004814
B_C_in_674-C_in_690,-3.449426955695679,79.97312605109678,-1.3081950881119393,0.0,-0.7029517013320017,-5.176439044401771
B_C_in_29-C_in_47,1.2484608784823032,10.754878282348521,3.4714933596565274,0.0,-1.2910289602589984,-0.6453678543733914
B_C_in_182-C_in_217,-2.9619773060990036,26.161520527650552,2.199229671815714,0.0,-0.8564493462553602,-4.012906176851935
B_C_in_162-C_in_163,0.8185744428489578,7.740535234354645,-3.5864089654090963,0.0,-1.3675636918907723,-3.5859537673410977
B_C_in_199-C_in_200,2.8360593059722135,7.963819904576415,-2.342895857408228,0.0,-0.7963937099439065,-3.771402659108825
B_C_in_477-C_in_478,-2.1736337378655217,59.2076517204723,3.0356074324486655,0.0,-1.5179211050248924,-1.6447760428955145
B_C_in_37-C_in_55,-3.4022177385899735,2.7166301543648506,1.426476487876296,0.0,-0.7189530189098222,-4.212809553086048
B_C_in_557-C_in_558,0.4434110720667502,52.62075394893013,-3.651818725898212,0.0,-1.461245144658388,-3.57897871830231
B_C_in_25-C_in_43,3.2956969347826,14.774002346340357,1.6578004781350317,0.0,-0.754030449156077,-1.0055666054273882
B_C_in_324-C_in_325,-1.7350796777638946,29.95735992142062,-3.3059181209061363,0.0,-1.5285963917361063,-1.4902562597781892
B_C_in_50-C_in_72,-2.3495975189270015,8.968600920574373,2.844171621103804,0.0,-1.0243208384899645,-3.884799916477876
B_C_in_126-C_in_127,-3.1440483710568126,10.531593612126752,-2.013592796664664,0.0,-1.494276042094572,-1.5216735970730941
B_C_in_163-C_in_164,1.502866380887839,6.735754218356686,-3.417746150831262,0.0,-1.534246904464549,-4.629136882020303
B_C_in_51-C_in_52,-2.4865534314704574,6.847396553467569,2.710986060107045,0.0,-0.910803412277772,-2.579501775774947
B_C_in_157-C_in_193,-2.0429656137749825,13.88086366545328,-3.071841827336358,0.0,-1.1019481819246417,-5.578182265468805
B_C_in_446-C_in_447,-2.91523713224288,53.960461970260745,2.2436100036424627,0.0,-0.7687042260460594,-2.4910403762993645
B_C_in_603-C_in_604,-1.422407806959999,75.17250564132875,3.3925137311957143,0.0,-1.2124521106125672,-2.6752835925041025
B_C_in_1-C_in_169,3.662264453970805,1.823491473477777,0.44467941308552456,0.0,-0.6266232540092765,-1.402279656260448
B_C_in_14-C_in_15,3.391296551891023,9.41517026101791,1.5616349789425434,0.0,-1.4882452782696955,-4.750498158046068
B_C_in_521-C_in_557,-0.7587128233975166,52.50911161381925,-3.6103013119201472,0.0,-1.4021879966120745,-5.656550760491907
B_C_in_55-C_in_56,-3.6698749566223237,2.8282724894757347,0.2537935941045843,0.0,-0.4396899374945644,-1.718345705225091
B_C_in_108-C_in_140,3.3509540343105595,29.734075251198853,1.543057928652697,0.0,-0.7360037511511401,-1.0374955944788038
B_C_in_680-C_in_696,-0.25451954987336345,73.94443995510903,-3.6803723330625706,0.0,-1.5144724289670952,-5.665653788515133
B_C_in_337-C_in_338,3.1963261714372733,53.29060795959545,1.8209591954344742,0.0,-0.6630469585888783,-5.529914512493155
B_C_in_94-C_in_95,-2.915237132242882,13.322651989898858,2.2436100036424604,0.0,-0.7687042260460579,-2.491040376299365
B_C_in_109-C_in_110,3.2572740909339446,27.612870884092047,1.709549321365917,0.0,-0.638235269087378,-5.498369836583976
B_C_in_454-C_in_455,-2.39149902351745,45.922213842277074,-2.7951969172434543,0.0,-0.9401416589719279,-0.5483884896617597
B_C_in_662-C_in_663,-1.064054461675986,69.59038888578455,-3.5213891418358827,0.0,-1.305324424713675,-0.45150321626190015
B_C_in_251-C_in_252,-3.676448201916766,28.506009564979124,0.1269724547892298,0.0,-0.43586671888944317,-1.6450188080867973
B_C_in_518-C_in_519,-2.9152371322428836,54.407031310704284,-2.2436100036424587,0.0,-0.7687042260460583,-0.6505522772904286
B_C_in_365-C_in_366,3.314340255340947,25.156739511652596,-1.5961021450642592,0.0,-0.614226911958996,-3.960715166105457
B_C_in_110-C_in_111,2.919027925163452,26.60808986809409,2.3278470917224725,0.0,-1.4997622087847176,-4.769162765175536
B_C_in_137-C_in_173,3.492525425511496,33.97648398541246,1.1883546875389985,0.0,-0.6880752620925364,-1.1440794114007573
B_C_in_100-C_in_101,-3.257274090933944,7.293965893911109,-1.7095493213659183,0.0,-0.6382352690873792,-0.784815470595615
B_C_in_451-C_in_452,-3.573977457764212,48.93655689027095,-1.0799450179143748,0.0,-1.483787488162256,-1.544435356261291
B_C_in_592-C_in_623,2.4463673119718887,54.9652429862587,-2.7613778600828254,0.0,-0.9990724207451337,-2.3836507020707742
B_C_in_667-C_in_687,2.631048903516211,65.6829071569036,-2.5860205680826116,0.0,-0.9496962869760346,-2.350859839214992
B_C_in_250-C_in_251,-3.639968285360543,29.510790580977083,0.8307990081206457,0.0,-1.4821767545399078,-1.5910776731127585
B_C_in_27-C_in_28,2.836940301074431,11.648016963235595,2.427213595558606,0.0,-1.501763024672453,-4.771580670233947
