,x,y,z
C_left_0,3.855271524051687,0.0,0.0
C_in_0,3.8471863497649483,3.7486580416733215,0.24955102553599984
C_in_1,3.804831883792582,2.378956064908069,0.6215889801462153
C_in_2,3.3491196204079197,2.0185081762856343,1.9095853718445084
C_in_3,3.148074637759802,0.6488061995203824,2.22547626346751
C_in_4,2.174207477972968,0.2883583108979477,3.1836991640056453
C_in_5,3.7566171484075586,6.127614106581391,0.8665714768292813
C_in_6,3.654832796025001,4.757912129816138,1.226913100942317
C_in_7,2.997417903896897,4.3974642411937035,2.4245833525705303
C_in_8,2.7480718717898682,3.0277622644284516,2.7039266838509413
C_in_9,1.6324509385297443,2.667314375806017,3.492595375570605
C_in_10,1.2859351915216057,1.2976123990407649,3.6344860994878094
C_in_11,-0.06242867704129356,0.9371645104183302,3.854766034981461
C_in_12,3.8532497003265296,8.867018060111896,0.12484098324400164
C_in_13,3.567750114394414,8.50657017148946,1.4609167140540427
C_in_14,3.4091992242587725,7.136868194724208,1.800133098822751
C_in_15,2.567284004420006,6.776420306101773,2.876138272895272
C_in_16,2.276161456382276,5.406718329336521,3.111624583500319
C_in_17,1.0479787368736853,5.046270440714087,3.7101023019890507
C_in_18,0.6831193841538601,3.676568463948834,3.7942675750607084
C_in_19,-0.6831193841538596,3.3161205753263996,3.7942675750607084
C_in_20,-1.0479787368736857,1.9464185985611477,3.71010230198905
C_in_21,-2.276161456382276,1.5859707099387128,3.111624583500319
C_in_22,-2.567284004420005,0.21626873317346096,2.8761382728952727
C_in_23,3.837087831984389,12.615676101785217,0.37399932326296936
C_in_24,3.7827082854167298,11.245974125019965,0.7444706519423334
C_in_25,3.2855272525586363,10.88552623639753,2.017034753507812
C_in_26,3.0743585596222016,9.515824259632277,2.326249765403862
C_in_27,2.0699730561578145,9.155376371009842,3.2524344837282264
C_in_28,1.7446916743696022,7.785674394244591,3.437901901676255
C_in_29,0.4360845131072116,7.425226505622156,3.830528530319526
C_in_30,0.06242867704129404,6.055524528856903,3.854766034981461
C_in_31,-1.2859351915216053,5.695076640234469,3.6344860994878094
C_in_32,-1.6324509385297448,4.3253746634692165,3.4925953755706045
C_in_33,-2.7480718717898682,3.9649267748467816,2.7039266838509413
C_in_34,-2.9974179038968964,2.5952247980815297,2.4245833525705307
C_in_35,-3.654832796025001,2.2347769094590952,1.2269131009423178
C_in_36,-3.756617148407558,0.8650749326938434,0.8665714768292834
C_in_37,-3.8229647389354886,0.5046270440714089,-0.49805534734578505
C_in_38,3.726585838764839,14.994632166693286,0.9877633879027817
C_in_39,3.6131863219612668,13.624930189928035,1.3446200678837994
C_in_40,2.91733337070693,13.2644823013056,2.520373886613563
C_in_41,2.6590724380016435,11.894780324540346,2.7914964255079773
C_in_42,1.5184979870822,11.53433243591791,3.543625599212073
C_in_43,1.167569273666263,10.16463045915266,3.6742210760043075
C_in_44,-0.1872205520625043,9.804182570530225,3.8507229177193767
C_in_45,-0.5598955752014494,8.434480593764972,3.8143984413054772
C_in_46,-1.8551024695693163,8.074032705142539,3.379602543430461
C_in_47,-2.1742074779729674,6.704330728377287,3.183699164005646
C_in_48,-3.1480746377598017,6.343882839754852,2.225476263467511
C_in_49,-3.349119620407919,4.9741808629895985,1.909585371844509
C_in_50,-3.804831883792582,4.613732974367164,0.6215889801462159
C_in_51,-3.8471863497649483,3.244030997601912,0.24955102553600203
C_in_52,-3.6926458551853303,2.8835831089794777,-1.1079192715836375
C_in_53,-3.567750114394415,1.5138811322142263,-1.4609167140540407
C_in_54,-2.834188957668662,1.1534332435917913,-2.613520896490564
C_in_55,3.8471863497649483,17.73403612022379,0.24955102553600025
C_in_56,3.51857182963185,17.373588231601357,1.5756810603307358
C_in_57,3.34911962040792,16.003886254836104,1.909585371844508
C_in_58,2.472802844436625,15.643438366213669,2.9577634484031945
C_in_59,2.1742074779729674,14.273736389448416,3.183699164005646
C_in_60,0.9272890151025924,13.913288500825981,3.7420921429908542
C_in_61,0.559895575201449,12.54358652406073,3.8143984413054777
C_in_62,-0.8056266952049518,12.183138635438295,3.7701570460840177
C_in_63,-1.1675692736662617,10.813436658673043,3.674221076004308
C_in_64,-2.375728055741321,10.452988770050608,3.0362863384943424
C_in_65,-2.6590724380016435,9.083286793285357,2.7914964255079773
C_in_66,-3.46570304890321,8.722838904662922,1.6887927347625618
C_in_67,-3.613186321961266,7.353136927897668,1.3446200678838005
C_in_68,-3.855271524051687,6.992689039275234,4.721345931773836e-16
C_in_69,-3.8370878319843893,5.622987062509983,-0.3739993232629669
C_in_70,-3.4657030489032103,5.262539173887548,-1.6887927347625609
C_in_71,-3.2855272525586368,3.8928371971222955,-2.017034753507811
C_in_72,-2.3757280557413196,3.5323893084998605,-3.0362863384943437
C_in_73,-2.069973056157814,2.1626873317346087,-3.252434483728227
C_in_74,-0.8056266952049501,1.8022394431121747,-3.770157046084018
C_in_75,-0.43608451310721374,0.4325374663469219,-3.8305285303195253
C_in_76,0.9272890151025932,0.07208957772448699,-3.742092142990854
C_in_77,3.822964738935488,21.482694161897108,0.4980553473457899
C_in_78,3.756617148407558,20.11299218513186,0.8665714768292831
C_in_79,3.21848882032326,19.752544296509424,2.122368544249092
C_in_80,2.9974179038968964,18.38284231974417,2.4245833525705307
C_in_81,1.9635675184514623,18.022394431121736,3.3177584488094047
C_in_82,1.6324509385297443,16.652692454356487,3.492595375570605
C_in_83,0.3118160585780825,16.29224456573405,3.842640923866898
C_in_84,-0.062428677041294414,14.922542588968799,3.854766034981461
C_in_85,-1.4029523409371576,14.562094700346364,3.590939048942876
