,x,y,z
C_left_0,3.9727177951998636,0.0,0.0
C_in_0,3.9266092796857697,3.7077940737322352,0.6035115947380518
C_in_1,3.882513193135677,2.308626498738939,0.8417707439826301
C_in_2,3.3888805668539725,1.818917847491285,2.073155851328395
C_in_3,3.256189321143671,0.4197502724979889,2.2758993354644628
C_in_4,3.970870019093513,6.506129223718828,0.12115267954917859
C_in_5,3.709574827180187,6.016420572471175,1.421809158026756
C_in_6,3.615995761592932,4.617252997477878,1.6453149645097187
C_in_7,2.872655989105533,4.127544346230224,2.7441454495987965
C_in_8,2.7000187465630643,2.728376771236928,2.9141697700212466
C_in_9,1.5899802134701793,2.238668119989274,3.6406660930482198
C_in_10,1.3650733300298945,0.8395005449959778,3.7308258447612856
C_in_11,0.06058338476530823,0.349791893748324,3.9722558243129362
C_in_12,3.906378156864863,10.213923297451062,0.7229774380067062
C_in_13,3.8550365884691296,8.814755722457766,0.9597810072417355
C_in_14,3.324081028522494,8.325047071210113,2.175539472433103
C_in_15,3.1852685998073844,6.925879496216817,2.374142082390767
C_in_16,2.225978253734036,6.436170844969164,3.290517815511844
C_in_17,2.0212348230585313,5.037003269975868,3.4201018216353165
C_in_18,0.7824650806158576,4.5472946187282135,3.894898596615127
C_in_19,0.5435611784540936,3.1481270437349167,3.935356137070095
C_in_20,-0.7824650806158572,2.658418392487263,3.894898596615127
C_in_21,-1.0184581612852583,1.259250817493967,3.839951777562983
C_in_22,-2.2259782537340356,0.7695421662463131,3.2905178155118446
C_left_1,3.9727177951998636,14.411426022430954,0.0
C_in_23,3.9653284096363177,13.012258447437656,0.24219265890769084
C_in_24,3.664489708562071,12.522549796190003,1.534275678012375
C_in_25,3.564138096930576,11.123382221196705,1.7548237251375878
C_in_26,2.7876339420328384,10.633673569949051,2.8304741096721098
C_in_27,2.6098919052207203,9.234505994955756,2.9951545742016425
C_in_28,1.4782143134354115,8.744797343708102,3.6874610674354704
C_in_29,1.2506625107021307,7.345629768714806,3.770720085689457
C_in_30,-0.060583384765307745,6.855921117467152,3.9722558243129362
