,x,y,z,theta_x,theta_y,theta_z
B_C_in_611-C_in_612,1.3762925993929116,51.94540638296459,-4.13122150038156,0.0,-1.2495468551907616,-3.188571616126316
B_C_in_437-C_in_465,-2.9702111152314226,45.70817747827873,3.239181671063604,0.0,-1.199059120049545,-4.2732420276203955
B_C_in_408-C_in_436,-1.0760911912561473,44.57413585924493,4.261042092645837,0.0,-1.4388156227771913,-4.158892237333416
B_C_in_529-C_in_530,1.0662044110184317,44.57413585924493,-4.221893006494055,0.0,-1.3236776568305144,-3.187564108678313
B_C_in_626-C_in_627,-2.6968664693445934,62.340787890774365,3.418783943287934,0.0,-0.9036819509332206,-3.084842983448521
B_C_in_843-C_in_844,-4.234757066147305,79.35141217628127,-1.013905811736987,0.0,-0.23911420889984528,-0.1892667889594204
B_C_in_433-C_in_434,0.9181935359521523,47.12572950207097,4.30231398944168,0.0,-1.474480434059271,-5.182181445304355
B_C_in_776-C_in_803,4.0757114990916214,65.93191968438137,-1.6440887273413876,0.0,-1.04901071611579,-1.8048487600962404
B_C_in_55-C_in_56,-3.4539261097737075,2.3310855502361307,-2.724587943420685,0.0,-1.2006550744311504,-1.2597138140866548
B_C_in_788-C_in_815,-3.841745641245931,77.65034974773056,2.1343482366208617,0.0,-1.0817132450310927,-4.412222767822092
B_C_in_770-C_in_771,-1.0243278938071094,68.67252026371305,-4.278286736437681,0.0,-1.463306422612232,-1.1032607534729695
B_C_in_698-C_in_907,4.3514455532283804,76.32730119219114,-0.16153637871240617,0.0,-0.05798912316212737,-4.018613064613155
B_C_in_19-C_in_32,-1.3890547886432842,3.937644510534005,4.169529800990258,0.0,-1.4000975848310635,-4.168553110119399
B_C_in_900-C_in_901,-0.4886921489775151,80.95797113657915,-4.371974956096802,0.0,-1.519590756430956,-1.0944897591022582
B_C_in_100-C_in_101,-3.3149589327298514,7.24526589938257,-2.8920636762568805,0.0,-1.2162207365323308,-1.241906530135848
B_C_in_266-C_in_267,1.0243278938071079,19.341709835743032,-4.278286736437682,0.0,-1.4633064226122332,-4.2448534070627675
B_C_in_926-C_in_950,-0.32584412882327035,84.64360639843898,-4.3827249024904695,0.0,-1.5309374816806942,-5.278555177067357
B_C_in_74-C_in_75,-3.906373094041143,5.449700002579064,-1.923907912169913,0.0,-0.4596462048166936,-0.10061168033279566
B_C_in_750-C_in_751,4.279716900106303,61.58476014475184,-0.8032407231353849,0.0,-0.19074669256135862,-3.37883866856816
B_C_in_614-C_in_615,3.7636722624753522,49.960833549655455,-2.2776646227843917,0.0,-1.1656117480670685,-4.4498134296573255
B_C_in_962-C_in_978,-4.354208619932783,93.52693241420369,-0.5960866223140209,0.0,-1.0092602258196093,-4.798617767564122
B_C_in_924-C_in_948,-2.2753960029480282,85.96665495397839,-3.7599235360532046,0.0,-1.288810224643796,-5.211582397712226
B_C_in_81-C_in_82,2.230940707915967,0.8190300581910737,-3.7915549041222256,0.0,-1.334958517455887,-4.291673078176297
B_C_in_474-C_in_475,-0.16319683412824615,40.321479787868206,-4.396174681076767,0.0,-1.5537030659359417,-1.0922369793106799
B_C_in_729-C_in_757,1.6943720238392244,76.7053150652024,4.055065401695719,0.0,-1.36207516758185,-1.0392051346554707
B_C_in_748-C_in_749,3.4518777203330684,62.907808700291255,-2.6543761241065185,0.0,-0.6568197687122371,-3.2146335048369803
B_C_in_254-C_in_281,-2.3676994173254133,28.508546256266193,3.7024925977502763,0.0,-1.2770377067002794,-4.219637883128007
B_C_in_980-C_in_981,-2.862638210868118,92.77090466818116,-3.281230695643991,0.0,-0.8542909919938246,-0.05912325741098812
B_C_in_512-C_in_513,2.5059166693656616,55.82004858133004,3.6157110890397766,0.0,-1.3052284223490307,-5.115682269885962
B_C_in_300-C_in_327,3.1267663962102574,37.39187227203091,3.088330272287764,0.0,-1.1784255831713493,-1.1497211991690428
B_C_in_357-C_in_358,-1.7776692584602707,37.76988614504218,3.9750552715508096,0.0,-1.150712321750491,-3.092770925574431
B_C_in_307-C_in_308,-3.2455741524120247,31.53265724035631,2.903002036780811,0.0,-0.7308498022037654,-3.074787881813115
B_C_in_50-C_in_51,-3.8064489162166355,5.638706939084695,2.1147385305497624,0.0,-0.5088924293979498,-3.0500068365222073
B_C_in_501-C_in_502,-0.0544100422812743,42.77856996244142,-4.398866283544983,0.0,-1.5650976574838138,-1.0919867395552938
B_C_in_666-C_in_667,2.5059166693656647,56.19806245434131,-3.615711089039775,0.0,-1.3052284223490276,-4.309095690883417
B_C_in_725-C_in_753,4.274025439116362,79.35141217628126,1.0233076336004172,0.0,-1.0208033531246525,-1.4234737201260554
B_C_in_212-C_in_213,0.8114973487920127,14.427529486596594,-4.323708718925621,0.0,-1.4857014517558025,-4.2405912410544975
B_C_in_613-C_in_614,3.0980386708416194,50.62235782742516,-3.0599556856805057,0.0,-0.7802190307722157,-3.204980240706394
B_C_in_918-C_in_942,-4.075711499091622,89.93580062059667,1.6440887273413853,0.0,-1.049010716115788,-4.47833654708334
B_C_in_911-C_in_912,1.9720754012558923,93.33792547769805,3.8822791007499675,0.0,-1.1012987536005538,-6.233198789276191
B_C_in_203-C_in_204,-4.0773216636287675,20.38124798652401,1.528600816322597,0.0,-0.3613258454740015,-3.0152102631782456
B_C_in_369-C_in_370,0.43015981139918624,29.83159481180562,-4.333143771099175,0.0,-1.4719471285485604,-3.1863854190928866
B_C_in_706-C_in_707,-2.136476228733456,70.37358269226374,3.8455759461057015,0.0,-1.34512168987921,-1.9968111250856002
B_C_in_152-C_in_180,-4.1863909308502585,14.711039891355043,-1.3373791314707315,0.0,-1.0333265008196515,-4.9039544611058306
B_C_in_143-C_in_144,1.0662044110184334,19.43621330399585,4.221893006494055,0.0,-1.3236776568305153,-6.237213852091067
B_C_in_41-C_in_42,3.8188575242253533,11.59242543901211,2.1838755099312097,0.0,-1.1593141427124565,-4.964614078807715
B_C_in_894-C_in_895,-4.393819979276323,84.92711680319742,-0.21755694179252713,0.0,-1.0925905652781194,-1.545128638560199
B_C_in_960-C_in_961,-4.13801827480881,93.6214358824565,1.493248067321104,0.0,-1.1225391563257985,-1.7452199719314943
B_C_in_607-C_in_608,-2.5244950436526814,54.59150349404344,-3.547970853731976,0.0,-0.9530791309492966,-0.054687524988179526
B_C_in_645-C_in_646,4.038265170907458,70.09007228750528,1.6289833681760908,0.0,-0.38587754569446614,-6.164515689461618
B_C_in_104-C_in_132,0.4341486295643035,5.827713875590328,-4.373324471685828,0.0,-1.5176782317184567,-2.1359909305609497
B_C_in_974-C_in_990,4.3194021799961,85.58864108096714,-0.8106890739633963,0.0,-1.0142811153365956,-1.6878234459176076
B_C_in_718-C_in_719,0.8114973487920127,62.43529135902718,-4.323708718925621,0.0,-1.4857014517558014,-4.240591241054491
