,x,y,z
C_left_0,4.746000403000319,0.0,0.0
C_left_1,4.746000403000319,2.4595121467478056,0.0
C_in_0,4.53514892135717,2.4595121467478056,1.3989081765405806
C_in_1,4.275998610155622,1.2297560733739028,2.059212400707216
C_in_2,3.479064479124494,1.2297560733739028,3.2281000875706134
C_left_2,4.746000403000319,4.919024293495611,0.0
C_in_3,4.53514892135717,4.919024293495611,1.3989081765405806
C_in_4,4.275998610155622,3.6892682201217086,2.059212400707216
C_in_5,3.479064479124494,3.6892682201217086,3.2281000875706134
C_in_6,2.9590828508881386,2.4595121467478056,3.7105725308716058
C_in_7,1.7339086488754598,2.4595121467478056,4.417927186207811
C_in_8,1.0560844422326756,1.2297560733739028,4.627008264111194
C_in_9,-0.3546690542774211,1.2297560733739028,4.732729623295329
C_left_3,4.746000403000319,7.378536440243417,0.0
C_in_10,4.53514892135717,7.378536440243417,1.3989081765405806
C_in_11,4.275998610155622,6.148780366869515,2.059212400707216
C_in_12,3.479064479124494,6.148780366869515,3.2281000875706134
C_in_13,2.9590828508881386,4.919024293495611,3.7105725308716058
C_in_14,1.7339086488754598,4.919024293495611,4.417927186207811
C_in_15,1.0560844422326756,3.6892682201217086,4.627008264111194
C_in_16,-0.3546690542774211,3.6892682201217086,4.732729623295329
C_in_17,-1.0560844422326752,2.459512146747806,4.627008264111194
C_in_18,-2.3730002015001586,2.459512146747806,4.11015691536946
C_in_19,-2.9590828508881377,1.229756073373903,3.7105725308716067
C_in_20,-3.9213295558782004,1.229756073373903,2.673517222588114
C_left_4,4.746000403000319,9.838048586991222,0.0
C_in_21,4.53514892135717,9.838048586991222,1.3989081765405806
C_in_22,4.275998610155622,8.60829251361732,2.059212400707216
C_in_23,3.479064479124494,8.60829251361732,3.2281000875706134
C_in_24,2.9590828508881386,7.378536440243417,3.7105725308716058
C_in_25,1.7339086488754598,7.378536440243417,4.417927186207811
C_in_26,1.0560844422326756,6.148780366869514,4.627008264111194
C_in_27,-0.3546690542774211,6.148780366869514,4.732729623295329
C_in_28,-1.0560844422326752,4.919024293495611,4.627008264111194
C_in_29,-2.3730002015001586,4.919024293495611,4.11015691536946
C_in_30,-2.9590828508881377,3.6892682201217086,3.7105725308716067
C_in_31,-3.9213295558782004,3.6892682201217086,2.673517222588114
C_in_32,-4.2759986101556215,2.4595121467478056,2.059212400707217
C_in_33,-4.692991499763599,2.4595121467478056,0.7073546553362059
C_in_34,-4.746000403000319,1.2297560733739026,5.812174202286389e-16
C_in_35,-4.53514892135717,1.2297560733739026,-1.3989081765405793
C_left_5,4.746000403000319,12.297560733739028,0.0
C_in_36,4.53514892135717,12.297560733739028,1.3989081765405806
C_in_37,4.275998610155622,11.067804660365125,2.0592124007072155
C_in_38,3.4790644791244945,11.067804660365125,3.228100087570613
C_in_39,2.9590828508881395,9.838048586991222,3.7105725308716053
C_in_40,1.733908648875461,9.838048586991222,4.417927186207811
C_in_41,1.0560844422326767,8.60829251361732,4.627008264111194
C_in_42,-0.35466905427742007,8.60829251361732,4.732729623295329
C_in_43,-1.0560844422326752,7.378536440243416,4.627008264111194
C_in_44,-2.3730002015001586,7.378536440243416,4.11015691536946
C_in_45,-2.9590828508881377,6.148780366869514,3.7105725308716067
C_in_46,-3.9213295558782004,6.148780366869514,2.673517222588114
C_in_47,-4.2759986101556215,4.919024293495611,2.0592124007072186
C_in_48,-4.692991499763598,4.919024293495611,0.707354655336208
