,x,y,z
C_left_0,2.3486610944968342,1.42,0.0
C_left_1,2.3486610944968342,0.0,0.0
C_left_2,2.3486610944968342,5.68,0.0
C_left_3,2.3486610944968342,4.26,2.220446049250313e-16
C_in_0,2.0340001727144226,3.55,1.1743305472484171
C_in_1,2.0340001727144226,2.13,1.174330547248417
C_in_2,1.1743305472484173,1.42,2.0340001727144226
C_left_4,2.3486610944968342,8.52,4.440892098500626e-16
C_in_3,2.0340001727144226,7.81,1.1743305472484171
C_in_4,2.0340001727144226,6.390000000000001,1.1743305472484173
C_in_5,1.174330547248417,5.68,2.0340001727144226
C_in_6,1.1743305472484173,4.26,2.0340001727144226
C_in_7,1.4381401458287336e-16,3.55,2.3486610944968342
C_in_8,1.4381401458287336e-16,2.13,2.3486610944968342
C_in_9,-1.1743305472484167,1.42,2.034000172714423
C_in_10,1.174330547248417,8.52,2.0340001727144226
C_in_11,1.4381401458287336e-16,7.809999999999999,2.3486610944968342
C_in_12,1.4381401458287336e-16,6.39,2.3486610944968342
C_in_13,-1.1743305472484167,5.68,2.034000172714423
C_in_14,-1.1743305472484167,4.26,2.034000172714423
C_in_15,-2.0340001727144226,3.5500000000000003,1.174330547248417
C_in_16,-2.034000172714422,2.13,1.174330547248418
C_in_17,-2.3486610944968342,1.42,2.876280291657467e-16
C_in_18,-1.1743305472484167,8.52,2.034000172714423
C_in_19,-2.034000172714422,7.81,1.174330547248418
C_in_20,-2.034000172714422,6.389999999999999,1.174330547248418
C_in_21,-2.3486610944968342,5.68,2.876280291657467e-16
C_in_22,-2.3486610944968342,4.26,2.876280291657467e-16
C_in_23,-2.034000172714423,3.55,-1.1743305472484167
C_in_24,-2.034000172714423,2.1299999999999994,-1.1743305472484167
C_in_25,-1.1743305472484182,1.4199999999999995,-2.0340001727144217
C_in_26,-2.3486610944968342,8.52,2.3736581284871115e-15
C_in_27,-2.034000172714424,7.81,-1.1743305472484147
C_in_28,-2.034000172714424,6.390000000000001,-1.1743305472484147
C_in_29,-1.17433054724842,5.68,-2.034000172714421
C_in_30,-1.17433054724842,4.26,-2.034000172714421
C_in_31,-2.5174721430699846e-15,3.55,-2.3486610944968342
C_in_32,-4.314420437486201e-16,2.129999999999999,-2.3486610944968342
C_in_33,1.1743305472484153,1.419999999999999,-2.0340001727144235
C_in_34,-4.314420437486201e-16,7.8100000000000005,-2.3486610944968342
C_in_35,-4.314420437486201e-16,6.390000000000001,-2.3486610944968342
C_in_36,1.1743305472484171,5.6800000000000015,-2.0340001727144226
C_in_37,1.1743305472484153,4.26,-2.0340001727144235
C_in_38,2.0340001727144217,3.55,-1.1743305472484182
C_in_39,2.034000172714421,2.13,-1.17433054724842
C_in_40,1.1743305472484171,8.52,-2.0340001727144226
C_in_41,2.0340001727144217,7.81,-1.1743305472484182
C_in_42,2.0340001727144217,6.390000000000001,-1.1743305472484182
